name,artists,daily_rank,country,snapshot_date,album_name,danceability,energy,acousticness,valence
Not Allowed,TV Girl,50,US,2024-01-26,Who Really Cares,0.67,0.905,0.669,0.563
Lovin On Me,Jack Harlow,1,US,2024-01-25,Lovin On Me,0.943,0.558,0.0026,0.606
redrum,21 Savage,2,US,2024-01-25,american dream,0.624,0.74,0.00529,0.246
Stick Season,Noah Kahan,3,US,2024-01-25,Stick Season,0.662,0.488,0.782,0.817
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",4,US,2024-01-25,Zach Bryan,0.429,0.453,0.554,0.155
My Love Mine All Mine,Mitski,5,US,2024-01-25,The Land Is Inhospitable and So Are We,0.504,0.308,0.868,0.121
La Diabla,Xavi,6,US,2024-01-25,La Diabla,0.751,0.819,0.255,0.697
Never Lose Me,Flo Milli,7,US,2024-01-25,Never Lose Me,0.781,0.567,0.0504,0.0743
"yes, and?",Ariana Grande,8,US,2024-01-25,"yes, and?",0.788,0.758,0.198,0.823
greedy,Tate McRae,9,US,2024-01-25,greedy,0.75,0.733,0.256,0.844
Igual Que Un Ángel (with Peso Pluma),"Kali Uchis, Peso Pluma",10,US,2024-01-25,ORQUÍDEAS,0.685,0.61,0.00348,0.464
Beautiful Things,Benson Boone,11,US,2024-01-25,Beautiful Things,0.472,0.471,0.151,0.219
Surround Sound (feat. 21 Savage & Baby Tate),"JID, 21 Savage, Baby Tate",12,US,2024-01-25,The Forever Story (Extended Version),0.575,0.56,0.173,0.471
Cruel Summer,Taylor Swift,13,US,2024-01-25,Lover,0.552,0.702,0.117,0.564
500lbs,Lil Tecca,14,US,2024-01-25,TEC,0.722,0.785,0.0942,0.529
Something in the Orange,Zach Bryan,15,US,2024-01-25,Something in the Orange,0.369,0.192,0.555,0.148
née-nah,"21 Savage, Travis Scott, Metro Boomin",16,US,2024-01-25,american dream,0.678,0.758,0.00495,0.318
La Víctima,Xavi,17,US,2024-01-25,La Víctima,0.778,0.835,0.152,0.666
Rich Baby Daddy (feat. Sexyy Red & SZA),"Drake, Sexyy Red, SZA",18,US,2024-01-25,For All The Dogs,0.645,0.729,0.0377,0.142
Feather,Sabrina Carpenter,19,US,2024-01-25,emails i can’t send fwd:,0.787,0.686,0.0893,0.836
Lose Control,Teddy Swims,20,US,2024-01-25,I've Tried Everything But Therapy (Part 1),0.561,0.604,0.199,0.242
FTCU,Nicki Minaj,21,US,2024-01-25,Pink Friday 2,0.928,0.458,0.0175,0.242
Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),"The Weeknd, Playboi Carti, Madonna",22,US,2024-01-25,Popular (Music from the HBO Original Series),0.855,0.678,0.0569,0.852
IDGAF (feat. Yeat),"Drake, Yeat",23,US,2024-01-25,For All The Dogs,0.663,0.67,0.0464,0.138
Murder On The Dancefloor,Sophie Ellis-Bextor,24,US,2024-01-25,Read My Lips,0.73,0.849,0.00234,0.887
Agora Hills,Doja Cat,25,US,2024-01-25,Scarlet,0.755,0.687,0.183,0.381
I KNOW ?,Travis Scott,26,US,2024-01-25,UTOPIA,0.927,0.619,0.0186,0.817
"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",27,US,2024-01-25,The Idol Episode 4 (Music from the HBO Original Series),0.522,0.641,0.0545,0.202
Last Night,Morgan Wallen,28,US,2024-01-25,One Thing At A Time,0.492,0.675,0.467,0.478
Paint The Town Red,Doja Cat,29,US,2024-01-25,Scarlet,0.864,0.556,0.255,0.726
Pink + White,Frank Ocean,30,US,2024-01-25,Blonde,0.545,0.545,0.667,0.549
fukumean,Gunna,31,US,2024-01-25,a Gift & a Curse,0.847,0.622,0.119,0.22
First Person Shooter (feat. J. Cole),"Drake, J. Cole",32,US,2024-01-25,For All The Dogs,0.47,0.64,0.0277,0.248
Snooze,SZA,33,US,2024-01-25,SOS,0.559,0.551,0.141,0.392
n.h.i.e.,"21 Savage, Doja Cat",34,US,2024-01-25,american dream,0.818,0.512,0.093,0.155
No Role Modelz,J. Cole,35,US,2024-01-25,2014 Forest Hills Drive,0.69,0.521,0.324,0.494
See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",36,US,2024-01-25,Flower Boy,0.558,0.559,0.371,0.62
vampire,Olivia Rodrigo,37,US,2024-01-25,GUTS,0.511,0.532,0.177,0.35
act ii: date @ 8,4batz,38,US,2024-01-25,act ii: date @ 8,0.718,0.417,0.435,0.749
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,39,US,2024-01-25,"What Was I Made For? [From The Motion Picture ""Barbie""]",0.444,0.0911,0.959,0.142
Lovers Rock,TV Girl,40,US,2024-01-25,French Exit,0.559,0.871,7.53e-06,0.572
exes,Tate McRae,41,US,2024-01-25,THINK LATER,0.821,0.575,0.173,0.611
Thinkin’ Bout Me,Morgan Wallen,42,US,2024-01-25,One Thing At A Time,0.656,0.757,0.492,0.429
Heartless,Kanye West,43,US,2024-01-25,808s & Heartbreak,0.79,0.647,0.0515,0.654
FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",44,US,2024-01-25,UTOPIA,0.569,0.882,0.0316,0.201
Shut up My Moms Calling,Hotel Ugly,45,US,2024-01-25,Shut up My Moms Calling,0.485,0.409,0.325,0.376
Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,46,US,2024-01-25,1989 (Taylor's Version),0.596,0.658,0.0504,0.176
Que Onda,"Calle 24, Chino Pacas, Fuerza Regida",47,US,2024-01-25,Que Onda,0.808,0.944,0.183,0.937
BELLAKEO,"Peso Pluma, Anitta",48,US,2024-01-25,BELLAKEO,0.72,0.88,0.0562,0.463
Not Allowed,TV Girl,49,US,2024-01-25,Who Really Cares,0.67,0.905,0.669,0.563
Father Stretch My Hands Pt. 1,Kanye West,50,US,2024-01-25,The Life Of Pablo,0.724,0.573,0.118,0.438
Lovin On Me,Jack Harlow,1,US,2024-01-24,Lovin On Me,0.943,0.558,0.0026,0.606
redrum,21 Savage,2,US,2024-01-24,american dream,0.624,0.74,0.00529,0.246
Stick Season,Noah Kahan,3,US,2024-01-24,Stick Season,0.662,0.488,0.782,0.817
My Love Mine All Mine,Mitski,4,US,2024-01-24,The Land Is Inhospitable and So Are We,0.504,0.308,0.868,0.121
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",5,US,2024-01-24,Zach Bryan,0.429,0.453,0.554,0.155
Never Lose Me,Flo Milli,6,US,2024-01-24,Never Lose Me,0.781,0.567,0.0504,0.0743
La Diabla,Xavi,7,US,2024-01-24,La Diabla,0.751,0.819,0.255,0.697
"yes, and?",Ariana Grande,8,US,2024-01-24,"yes, and?",0.788,0.758,0.198,0.823
Igual Que Un Ángel (with Peso Pluma),"Kali Uchis, Peso Pluma",9,US,2024-01-24,ORQUÍDEAS,0.685,0.61,0.00348,0.464
greedy,Tate McRae,10,US,2024-01-24,greedy,0.75,0.733,0.256,0.844
Beautiful Things,Benson Boone,11,US,2024-01-24,Beautiful Things,0.472,0.471,0.151,0.219
Surround Sound (feat. 21 Savage & Baby Tate),"JID, 21 Savage, Baby Tate",12,US,2024-01-24,The Forever Story (Extended Version),0.575,0.56,0.173,0.471
Cruel Summer,Taylor Swift,13,US,2024-01-24,Lover,0.552,0.702,0.117,0.564
Something in the Orange,Zach Bryan,14,US,2024-01-24,Something in the Orange,0.369,0.192,0.555,0.148
née-nah,"21 Savage, Travis Scott, Metro Boomin",15,US,2024-01-24,american dream,0.678,0.758,0.00495,0.318
La Víctima,Xavi,16,US,2024-01-24,La Víctima,0.778,0.835,0.152,0.666
Rich Baby Daddy (feat. Sexyy Red & SZA),"Drake, Sexyy Red, SZA",17,US,2024-01-24,For All The Dogs,0.645,0.729,0.0377,0.142
500lbs,Lil Tecca,18,US,2024-01-24,TEC,0.722,0.785,0.0942,0.529
Feather,Sabrina Carpenter,19,US,2024-01-24,emails i can’t send fwd:,0.787,0.686,0.0893,0.836
FTCU,Nicki Minaj,20,US,2024-01-24,Pink Friday 2,0.928,0.458,0.0175,0.242
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,"The Weeknd, Playboi Carti, Madonna",21,US,2024-01-24,Popular (Music from the HBO Original Series),0.855,0.678,0.0569,0.852
Lose Control,Teddy Swims,22,US,2024-01-24,I've Tried Everything But Therapy (Part 1),0.561,0.604,0.199,0.242
Agora Hills,Doja Cat,23,US,2024-01-24,Scarlet,0.755,0.687,0.183,0.381
"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",24,US,2024-01-24,The Idol Episode 4 (Music from the HBO Original Series),0.522,0.641,0.0545,0.202
IDGAF (feat. Yeat),"Drake, Yeat",25,US,2024-01-24,For All The Dogs,0.663,0.67,0.0464,0.138
Murder On The Dancefloor,Sophie Ellis-Bextor,26,US,2024-01-24,Read My Lips,0.73,0.849,0.00234,0.887
Last Night,Morgan Wallen,27,US,2024-01-24,One Thing At A Time,0.492,0.675,0.467,0.478
I KNOW ?,Travis Scott,28,US,2024-01-24,UTOPIA,0.927,0.619,0.0186,0.817
Paint The Town Red,Doja Cat,29,US,2024-01-24,Scarlet,0.864,0.556,0.255,0.726
Snooze,SZA,30,US,2024-01-24,SOS,0.559,0.551,0.141,0.392
n.h.i.e.,"21 Savage, Doja Cat",31,US,2024-01-24,american dream,0.818,0.512,0.093,0.155
vampire,Olivia Rodrigo,32,US,2024-01-24,GUTS,0.511,0.532,0.177,0.35
Pink + White,Frank Ocean,33,US,2024-01-24,Blonde,0.545,0.545,0.667,0.549
See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",34,US,2024-01-24,Flower Boy,0.558,0.559,0.371,0.62
Lovers Rock,TV Girl,35,US,2024-01-24,French Exit,0.559,0.871,7.53e-06,0.572
No Role Modelz,J. Cole,36,US,2024-01-24,2014 Forest Hills Drive,0.69,0.521,0.324,0.494
fukumean,Gunna,37,US,2024-01-24,a Gift & a Curse,0.847,0.622,0.119,0.22
act ii: date @ 8,4batz,38,US,2024-01-24,act ii: date @ 8,0.718,0.417,0.435,0.749
First Person Shooter (feat. J. Cole),"Drake, J. Cole",39,US,2024-01-24,For All The Dogs,0.47,0.64,0.0277,0.248
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,40,US,2024-01-24,"What Was I Made For? [From The Motion Picture ""Barbie""]",0.444,0.0911,0.959,0.142
exes,Tate McRae,41,US,2024-01-24,THINK LATER,0.821,0.575,0.173,0.611
Thinkin’ Bout Me,Morgan Wallen,42,US,2024-01-24,One Thing At A Time,0.656,0.757,0.492,0.429
FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",43,US,2024-01-24,UTOPIA,0.569,0.882,0.0316,0.201
Not Allowed,TV Girl,44,US,2024-01-24,Who Really Cares,0.67,0.905,0.669,0.563
Heartless,Kanye West,45,US,2024-01-24,808s & Heartbreak,0.79,0.647,0.0515,0.654
Que Onda,"Calle 24, Chino Pacas, Fuerza Regida",46,US,2024-01-24,Que Onda,0.808,0.944,0.183,0.937
Shut up My Moms Calling,Hotel Ugly,47,US,2024-01-24,Shut up My Moms Calling,0.485,0.409,0.325,0.376
Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,48,US,2024-01-24,1989 (Taylor's Version),0.596,0.658,0.0504,0.176
all of me,21 Savage,49,US,2024-01-24,american dream,0.653,0.805,0.12,0.791
Father Stretch My Hands Pt. 1,Kanye West,50,US,2024-01-24,The Life Of Pablo,0.724,0.573,0.118,0.438
Lovin On Me,Jack Harlow,1,US,2024-01-23,Lovin On Me,0.943,0.558,0.0026,0.606
Stick Season,Noah Kahan,2,US,2024-01-23,Stick Season,0.662,0.488,0.782,0.817
redrum,21 Savage,3,US,2024-01-23,american dream,0.624,0.74,0.00529,0.246
My Love Mine All Mine,Mitski,4,US,2024-01-23,The Land Is Inhospitable and So Are We,0.504,0.308,0.868,0.121
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",5,US,2024-01-23,Zach Bryan,0.429,0.453,0.554,0.155
La Diabla,Xavi,6,US,2024-01-23,La Diabla,0.751,0.819,0.255,0.697
"yes, and?",Ariana Grande,7,US,2024-01-23,"yes, and?",0.788,0.758,0.198,0.823
Never Lose Me,Flo Milli,8,US,2024-01-23,Never Lose Me,0.781,0.567,0.0504,0.0743
Igual Que Un Ángel (with Peso Pluma),"Kali Uchis, Peso Pluma",9,US,2024-01-23,ORQUÍDEAS,0.685,0.61,0.00348,0.464
greedy,Tate McRae,10,US,2024-01-23,greedy,0.75,0.733,0.256,0.844
Cruel Summer,Taylor Swift,11,US,2024-01-23,Lover,0.552,0.702,0.117,0.564
Beautiful Things,Benson Boone,12,US,2024-01-23,Beautiful Things,0.472,0.471,0.151,0.219
Surround Sound (feat. 21 Savage & Baby Tate),"JID, 21 Savage, Baby Tate",13,US,2024-01-23,The Forever Story (Extended Version),0.575,0.56,0.173,0.471
Rich Baby Daddy (feat. Sexyy Red & SZA),"Drake, Sexyy Red, SZA",14,US,2024-01-23,For All The Dogs,0.645,0.729,0.0377,0.142
La Víctima,Xavi,15,US,2024-01-23,La Víctima,0.778,0.835,0.152,0.666
Something in the Orange,Zach Bryan,16,US,2024-01-23,Something in the Orange,0.369,0.192,0.555,0.148
FTCU,Nicki Minaj,17,US,2024-01-23,Pink Friday 2,0.928,0.458,0.0175,0.242
500lbs,Lil Tecca,18,US,2024-01-23,TEC,0.722,0.785,0.0942,0.529
née-nah,"21 Savage, Travis Scott, Metro Boomin",19,US,2024-01-23,american dream,0.678,0.758,0.00495,0.318
Murder On The Dancefloor,Sophie Ellis-Bextor,20,US,2024-01-23,Read My Lips,0.73,0.849,0.00234,0.887
Feather,Sabrina Carpenter,21,US,2024-01-23,emails i can’t send fwd:,0.787,0.686,0.0893,0.836
Agora Hills,Doja Cat,22,US,2024-01-23,Scarlet,0.755,0.687,0.183,0.381
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,"The Weeknd, Playboi Carti, Madonna",23,US,2024-01-23,Popular (Music from the HBO Original Series),0.855,0.678,0.0569,0.852
Last Night,Morgan Wallen,24,US,2024-01-23,One Thing At A Time,0.492,0.675,0.467,0.478
Paint The Town Red,Doja Cat,25,US,2024-01-23,Scarlet,0.864,0.556,0.255,0.726
IDGAF (feat. Yeat),"Drake, Yeat",26,US,2024-01-23,For All The Dogs,0.663,0.67,0.0464,0.138
Lose Control,Teddy Swims,27,US,2024-01-23,I've Tried Everything But Therapy (Part 1),0.561,0.604,0.199,0.242
"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",28,US,2024-01-23,The Idol Episode 4 (Music from the HBO Original Series),0.522,0.641,0.0545,0.202
vampire,Olivia Rodrigo,29,US,2024-01-23,GUTS,0.511,0.532,0.177,0.35
Snooze,SZA,30,US,2024-01-23,SOS,0.559,0.551,0.141,0.392
See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",31,US,2024-01-23,Flower Boy,0.558,0.559,0.371,0.62
I KNOW ?,Travis Scott,32,US,2024-01-23,UTOPIA,0.927,0.619,0.0186,0.817
fukumean,Gunna,33,US,2024-01-23,a Gift & a Curse,0.847,0.622,0.119,0.22
Pink + White,Frank Ocean,34,US,2024-01-23,Blonde,0.545,0.545,0.667,0.549
No Role Modelz,J. Cole,35,US,2024-01-23,2014 Forest Hills Drive,0.69,0.521,0.324,0.494
n.h.i.e.,"21 Savage, Doja Cat",36,US,2024-01-23,american dream,0.818,0.512,0.093,0.155
act ii: date @ 8,4batz,37,US,2024-01-23,act ii: date @ 8,0.747,0.435,0.543,0.673
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,38,US,2024-01-23,"What Was I Made For? [From The Motion Picture ""Barbie""]",0.444,0.0911,0.959,0.142
Lovers Rock,TV Girl,39,US,2024-01-23,French Exit,0.559,0.871,7.53e-06,0.572
First Person Shooter (feat. J. Cole),"Drake, J. Cole",40,US,2024-01-23,For All The Dogs,0.47,0.64,0.0277,0.248
Not Allowed,TV Girl,41,US,2024-01-23,Who Really Cares,0.67,0.905,0.669,0.563
Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,42,US,2024-01-23,1989 (Taylor's Version),0.596,0.658,0.0504,0.176
Thinkin’ Bout Me,Morgan Wallen,43,US,2024-01-23,One Thing At A Time,0.656,0.757,0.492,0.429
FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",44,US,2024-01-23,UTOPIA,0.569,0.882,0.0316,0.201
Que Onda,"Calle 24, Chino Pacas, Fuerza Regida",45,US,2024-01-23,Que Onda,0.808,0.944,0.183,0.937
Heartless,Kanye West,46,US,2024-01-23,808s & Heartbreak,0.79,0.647,0.0515,0.654
HARLEY QUINN,"Fuerza Regida, Marshmello",47,US,2024-01-23,Pa las Baby's Y Belikeada,0.815,0.741,0.0277,0.591
BELLAKEO,"Peso Pluma, Anitta",48,US,2024-01-23,BELLAKEO,0.72,0.88,0.0562,0.463
exes,Tate McRae,49,US,2024-01-23,THINK LATER,0.821,0.575,0.173,0.611
Shut up My Moms Calling,Hotel Ugly,50,US,2024-01-23,Shut up My Moms Calling,0.485,0.409,0.325,0.376
Lovin On Me,Jack Harlow,1,US,2024-01-22,Lovin On Me,0.943,0.558,0.0026,0.606
redrum,21 Savage,2,US,2024-01-22,american dream,0.624,0.74,0.00529,0.246
Stick Season,Noah Kahan,3,US,2024-01-22,Stick Season,0.662,0.488,0.782,0.817
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",4,US,2024-01-22,Zach Bryan,0.429,0.453,0.554,0.155
"yes, and?",Ariana Grande,5,US,2024-01-22,"yes, and?",0.788,0.758,0.198,0.823
La Diabla,Xavi,6,US,2024-01-22,La Diabla,0.751,0.819,0.255,0.697
My Love Mine All Mine,Mitski,7,US,2024-01-22,The Land Is Inhospitable and So Are We,0.504,0.308,0.868,0.121
Igual Que Un Ángel (with Peso Pluma),"Kali Uchis, Peso Pluma",8,US,2024-01-22,ORQUÍDEAS,0.685,0.61,0.00348,0.464
Beautiful Things,Benson Boone,9,US,2024-01-22,Beautiful Things,0.472,0.471,0.151,0.219
greedy,Tate McRae,10,US,2024-01-22,greedy,0.75,0.733,0.256,0.844
Cruel Summer,Taylor Swift,11,US,2024-01-22,Lover,0.552,0.702,0.117,0.564
Never Lose Me,Flo Milli,12,US,2024-01-22,Never Lose Me,0.781,0.567,0.0504,0.0743
Surround Sound (feat. 21 Savage & Baby Tate),"JID, 21 Savage, Baby Tate",13,US,2024-01-22,The Forever Story (Extended Version),0.575,0.56,0.173,0.471
La Víctima,Xavi,14,US,2024-01-22,La Víctima,0.778,0.835,0.152,0.666
née-nah,"21 Savage, Travis Scott, Metro Boomin",15,US,2024-01-22,american dream,0.678,0.758,0.00495,0.318
FTCU,Nicki Minaj,16,US,2024-01-22,Pink Friday 2,0.928,0.458,0.0175,0.242
Rich Baby Daddy (feat. Sexyy Red & SZA),"Drake, Sexyy Red, SZA",17,US,2024-01-22,For All The Dogs,0.645,0.729,0.0377,0.142
Something in the Orange,Zach Bryan,18,US,2024-01-22,Something in the Orange,0.369,0.192,0.555,0.148
500lbs,Lil Tecca,19,US,2024-01-22,TEC,0.722,0.785,0.0942,0.529
Agora Hills,Doja Cat,20,US,2024-01-22,Scarlet,0.755,0.687,0.183,0.381
Last Night,Morgan Wallen,21,US,2024-01-22,One Thing At A Time,0.492,0.675,0.467,0.478
Lose Control,Teddy Swims,22,US,2024-01-22,I've Tried Everything But Therapy (Part 1),0.561,0.604,0.199,0.242
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,"The Weeknd, Playboi Carti, Madonna",23,US,2024-01-22,Popular (Music from the HBO Original Series),0.855,0.678,0.0569,0.852
Feather,Sabrina Carpenter,24,US,2024-01-22,emails i can’t send fwd:,0.787,0.686,0.0893,0.836
Paint The Town Red,Doja Cat,25,US,2024-01-22,Scarlet,0.864,0.556,0.255,0.726
Murder On The Dancefloor,Sophie Ellis-Bextor,26,US,2024-01-22,Read My Lips,0.73,0.849,0.00234,0.887
IDGAF (feat. Yeat),"Drake, Yeat",27,US,2024-01-22,For All The Dogs,0.663,0.67,0.0464,0.138
fukumean,Gunna,28,US,2024-01-22,a Gift & a Curse,0.847,0.622,0.119,0.22
I KNOW ?,Travis Scott,29,US,2024-01-22,UTOPIA,0.927,0.619,0.0186,0.817
n.h.i.e.,"21 Savage, Doja Cat",30,US,2024-01-22,american dream,0.818,0.512,0.093,0.155
"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",31,US,2024-01-22,The Idol Episode 4 (Music from the HBO Original Series),0.522,0.641,0.0545,0.202
Snooze,SZA,32,US,2024-01-22,SOS,0.559,0.551,0.141,0.392
vampire,Olivia Rodrigo,33,US,2024-01-22,GUTS,0.511,0.532,0.177,0.35
First Person Shooter (feat. J. Cole),"Drake, J. Cole",34,US,2024-01-22,For All The Dogs,0.47,0.64,0.0277,0.248
No Role Modelz,J. Cole,35,US,2024-01-22,2014 Forest Hills Drive,0.69,0.521,0.324,0.494
Thinkin’ Bout Me,Morgan Wallen,36,US,2024-01-22,One Thing At A Time,0.656,0.757,0.492,0.429
See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",37,US,2024-01-22,Flower Boy,0.558,0.559,0.371,0.62
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,38,US,2024-01-22,"What Was I Made For? [From The Motion Picture ""Barbie""]",0.444,0.0911,0.959,0.142
Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,39,US,2024-01-22,1989 (Taylor's Version),0.596,0.658,0.0504,0.176
act ii: date @ 8,4batz,40,US,2024-01-22,act ii: date @ 8,0.747,0.435,0.543,0.673
Pink + White,Frank Ocean,41,US,2024-01-22,Blonde,0.545,0.545,0.667,0.549
HARLEY QUINN,"Fuerza Regida, Marshmello",42,US,2024-01-22,Pa las Baby's Y Belikeada,0.815,0.741,0.0277,0.591
all of me,21 Savage,43,US,2024-01-22,american dream,0.653,0.805,0.12,0.791
exes,Tate McRae,44,US,2024-01-22,THINK LATER,0.821,0.575,0.173,0.611
Heartless,Kanye West,45,US,2024-01-22,808s & Heartbreak,0.79,0.647,0.0515,0.654
Wasted On You,Morgan Wallen,46,US,2024-01-22,Dangerous: The Double Album,0.505,0.657,0.373,0.252
BELLAKEO,"Peso Pluma, Anitta",47,US,2024-01-22,BELLAKEO,0.72,0.88,0.0562,0.463
Que Onda,"Calle 24, Chino Pacas, Fuerza Regida",48,US,2024-01-22,Que Onda,0.808,0.944,0.183,0.937
You Proof,Morgan Wallen,49,US,2024-01-22,One Thing At A Time,0.732,0.839,0.265,0.629
FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",50,US,2024-01-22,UTOPIA,0.569,0.882,0.0316,0.201
Lovin On Me,Jack Harlow,1,US,2024-01-21,Lovin On Me,0.943,0.558,0.0026,0.606
redrum,21 Savage,2,US,2024-01-21,american dream,0.624,0.74,0.00529,0.246
Stick Season,Noah Kahan,3,US,2024-01-21,Stick Season,0.662,0.488,0.782,0.817
Beautiful Things,Benson Boone,4,US,2024-01-21,Beautiful Things,0.472,0.471,0.151,0.219
"yes, and?",Ariana Grande,5,US,2024-01-21,"yes, and?",0.788,0.758,0.198,0.823
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",6,US,2024-01-21,Zach Bryan,0.429,0.453,0.554,0.155
La Diabla,Xavi,7,US,2024-01-21,La Diabla,0.751,0.819,0.255,0.697
My Love Mine All Mine,Mitski,8,US,2024-01-21,The Land Is Inhospitable and So Are We,0.504,0.308,0.868,0.121
Igual Que Un Ángel (with Peso Pluma),"Kali Uchis, Peso Pluma",9,US,2024-01-21,ORQUÍDEAS,0.685,0.61,0.00348,0.464
greedy,Tate McRae,10,US,2024-01-21,greedy,0.75,0.733,0.256,0.844
née-nah,"21 Savage, Travis Scott, Metro Boomin",11,US,2024-01-21,american dream,0.678,0.758,0.00495,0.318
Never Lose Me,Flo Milli,12,US,2024-01-21,Never Lose Me,0.781,0.567,0.0504,0.0743
Cruel Summer,Taylor Swift,13,US,2024-01-21,Lover,0.552,0.702,0.117,0.564
Surround Sound (feat. 21 Savage & Baby Tate),"JID, 21 Savage, Baby Tate",14,US,2024-01-21,The Forever Story (Extended Version),0.575,0.56,0.173,0.471
La Víctima,Xavi,15,US,2024-01-21,La Víctima,0.778,0.835,0.152,0.666
Something in the Orange,Zach Bryan,16,US,2024-01-21,Something in the Orange,0.369,0.192,0.555,0.148
FTCU,Nicki Minaj,17,US,2024-01-21,Pink Friday 2,0.928,0.458,0.0175,0.242
Rich Baby Daddy (feat. Sexyy Red & SZA),"Drake, Sexyy Red, SZA",18,US,2024-01-21,For All The Dogs,0.645,0.729,0.0377,0.142
500lbs,Lil Tecca,19,US,2024-01-21,TEC,0.722,0.785,0.0942,0.529
n.h.i.e.,"21 Savage, Doja Cat",20,US,2024-01-21,american dream,0.818,0.512,0.093,0.155
Feather,Sabrina Carpenter,21,US,2024-01-21,emails i can’t send fwd:,0.787,0.686,0.0893,0.836
Agora Hills,Doja Cat,22,US,2024-01-21,Scarlet,0.755,0.687,0.183,0.381
Lose Control,Teddy Swims,23,US,2024-01-21,I've Tried Everything But Therapy (Part 1),0.561,0.604,0.199,0.242
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,"The Weeknd, Playboi Carti, Madonna",24,US,2024-01-21,Popular (Music from the HBO Original Series),0.855,0.678,0.0569,0.852
Last Night,Morgan Wallen,25,US,2024-01-21,One Thing At A Time,0.492,0.675,0.467,0.478
IDGAF (feat. Yeat),"Drake, Yeat",26,US,2024-01-21,For All The Dogs,0.663,0.67,0.0464,0.138
Paint The Town Red,Doja Cat,27,US,2024-01-21,Scarlet,0.864,0.556,0.255,0.726
I KNOW ?,Travis Scott,28,US,2024-01-21,UTOPIA,0.927,0.619,0.0186,0.817
"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",29,US,2024-01-21,The Idol Episode 4 (Music from the HBO Original Series),0.522,0.641,0.0545,0.202
Murder On The Dancefloor,Sophie Ellis-Bextor,30,US,2024-01-21,Read My Lips,0.73,0.849,0.00234,0.887
all of me,21 Savage,31,US,2024-01-21,american dream,0.653,0.805,0.12,0.791
Snooze,SZA,32,US,2024-01-21,SOS,0.559,0.551,0.141,0.392
vampire,Olivia Rodrigo,33,US,2024-01-21,GUTS,0.511,0.532,0.177,0.35
First Person Shooter (feat. J. Cole),"Drake, J. Cole",34,US,2024-01-21,For All The Dogs,0.47,0.64,0.0277,0.248
fukumean,Gunna,35,US,2024-01-21,a Gift & a Curse,0.847,0.622,0.119,0.22
No Role Modelz,J. Cole,36,US,2024-01-21,2014 Forest Hills Drive,0.69,0.521,0.324,0.494
Skin and Bones,David Kushner,37,US,2024-01-21,Skin and Bones,0.484,0.457,0.649,0.17
act ii: date @ 8,4batz,38,US,2024-01-21,act ii: date @ 8,0.747,0.435,0.543,0.673
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,39,US,2024-01-21,"What Was I Made For? [From The Motion Picture ""Barbie""]",0.444,0.0911,0.959,0.142
See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",40,US,2024-01-21,Flower Boy,0.558,0.559,0.371,0.62
Thinkin’ Bout Me,Morgan Wallen,41,US,2024-01-21,One Thing At A Time,0.656,0.757,0.492,0.429
Pink + White,Frank Ocean,42,US,2024-01-21,Blonde,0.545,0.545,0.667,0.549
